Action URI,# Causal Links,# Occurrences,# Images,Causal Links,Interesting Image Sets,Notes
/c/en/shine/v/wn/weather,2,7,7,/c/en/shine/v/wn/weather-/r/Causes-/c/en/shine/v/wn/weather-0000(2.0)|,,
/c/en/sharpen/v/wn/change,2,15,6,/c/en/sharpen/v/wn/change-/r/Causes-/c/en/sharpen/v/wn/change-0000(2.0)|,,
/c/en/overturn/v/wn/motion,2,1,1,/c/en/overturn/v/wn/motion-/r/Causes-/c/en/overturn/v/wn/motion-0000(2.0)|,,
/c/en/loosen/v/wn/change,2,2,2,/c/en/loosen/v/wn/change-/r/Causes-/c/en/loosen/v/wn/change-0000(2.0)|,,
/c/en/leach/v/wn/motion,2,1,1,/c/en/leach/v/wn/motion-/r/Causes-/c/en/leach/v/wn/motion-0000(2.0)|,,
/c/en/join/v/wn/contact,2,8,8,/c/en/join/v/wn/contact-/r/Causes-/c/en/join/v/wn/contact-0000(2.0)|,,
/c/en/influence/v/wn/social,2,402,324,/c/en/influence/v/wn/social-/r/Causes-/c/en/influence/v/wn/social-0000(0.0)|,,
/c/en/hush/v/wn/change,2,1,1,/c/en/hush/v/wn/change-/r/Causes-/c/en/hush/v/wn/change-0000(2.0)|,,
/c/en/freeze/v/wn/change,2,3,3,/c/en/freeze/v/wn/change-/r/Causes-/c/en/freeze/v/wn/change-0000(2.0)|,,
/c/en/follow/v/wn/stative,2,236,161,/c/en/follow/v/wn/stative-/r/Causes-/c/en/follow/v/wn/stative-0000(2.0)|,,
/c/en/crave/v/wn/consumption,2,189,152,/c/en/crave/v/wn/consumption-/r/Causes-/c/en/crave/v/wn/consumption-0000(0.0)|,,
/c/en/collapse/v/wn/motion,2,146,114,/c/en/collapse/v/wn/motion-/r/Causes-/c/en/collapse/v/wn/motion-0000(2.0)|,,
/c/en/circulate/v/wn/motion,2,4,4,/c/en/circulate/v/wn/motion-/r/Causes-/c/en/circulate/v/wn/motion-0000(2.0)|,,
/c/en/cheer/v/wn/communication,2,13,12,/c/en/cheer/v/wn/communication-/r/Causes-/c/en/cheer/v/wn/communication-0000(2.0)|,,
/c/en/break/v/wn/stative,2,1,1,/c/en/break/v/wn/stative-/r/Causes-/c/en/break/v/wn/stative-0000(2.0)|,,
/c/en/break/v/wn/contact,2,34,30,/c/en/break/v/wn/contact-/r/Causes-/c/en/break/v/wn/contact-0000(2.0)|,,
/c/en/bounce/v/wn/possession,2,37,31,/c/en/bounce/v/wn/possession-/r/Causes-/c/en/bounce/v/wn/possession-0000(2.0)|,,
/c/en/better/v/wn/change,2,2,2,/c/en/better/v/wn/change-/r/Causes-/c/en/better/v/wn/change-0000(2.0)|,,
/c/en/back/v/wn/motion,2,271,224,/c/en/back/v/wn/motion-/r/Causes-/c/en/back/v/wn/motion-0000(2.0)|,,
/c/en/arm/v/wn/competition,2,1,1,/c/en/arm/v/wn/competition-/r/Causes-/c/en/arm/v/wn/competition-0000(0.0)|,,
/c/en/air/v/wn/broadcast_medium,2,1,1,/c/en/air/v/wn/broadcast_medium-/r/Causes-/c/en/air/v/wn/broadcast_medium-0000(2.0)|,,
/c/en/yawn,2,19,17,/c/en/eat-/r/HasLastSubevent-/c/en/yawn-0000(1.0)|,,
/c/en/whistle,2,1,1,/c/en/walk-/r/HasSubevent-/c/en/whistle-0000(2.0)|,,
/c/en/water,2,138,94,/c/en/climb-/r/HasPrerequisite-/c/en/water-0000(1.0)|,,
/c/en/watch,2,5857,3060,/c/en/judge-/r/HasPrerequisite-/c/en/watch-0000(1.0)|,,
/c/en/wash_up,2,2,2,/c/en/cook-/r/HasLastSubevent-/c/en/wash_up-0000(1.0)|,,
/c/en/wait,2,1141,870,/c/en/fish-/r/HasSubevent-/c/en/wait-0000(2.828)|,,
/c/en/vomit,2,1,1,/c/en/drink-/r/MotivatedByGoal-/c/en/vomit-0000(1.0)|,,
/c/en/twirl,2,35,32,/c/en/dance-/r/HasLastSubevent-/c/en/twirl-0000(1.0)|,,
/c/en/thrill,2,1,1,/c/en/ski-/r/MotivatedByGoal-/c/en/thrill-0000(1.0)|,,
/c/en/tease,2,6,5,/c/en/tickle-/r/MotivatedByGoal-/c/en/tease-0000(1.0)|,,
/c/en/survive,2,1,1,/c/en/eat-/r/MotivatedByGoal-/c/en/survive-0000(2.828)|,,
/c/en/suffer,2,2,2,/c/en/hike-/r/MotivatedByGoal-/c/en/suffer-0000(1.0)|,,
/c/en/stumble/v/wn/motion,2,4,3,/c/en/trip/v/wn/motion-/r/Causes-/c/en/stumble/v/wn/motion-0000(2.0)|,,
/c/en/stumble,2,4,3,/c/en/drink-/r/HasSubevent-/c/en/stumble-0000(2.828)|,,
/c/en/strum,2,1,1,/c/en/fiddle-/r/HasPrerequisite-/c/en/strum-0000(1.0)|,,
/c/en/stir,2,39,30,/c/en/cook-/r/HasLastSubevent-/c/en/stir-0000(1.0)|,,
/c/en/stand,2,14377,9806,/c/en/walk-/r/HasPrerequisite-/c/en/stand-0000(4.0)|,,
/c/en/spray,2,268,208,/c/en/sneeze-/r/HasSubevent-/c/en/spray-0000(1.0)|,,
/c/en/sin,2,1,1,/c/en/desire-/r/Causes-/c/en/sin-0000(1.0)|,,
/c/en/sigh,2,1,1,/c/en/relax-/r/HasFirstSubevent-/c/en/sigh-0000(1.0)|,,
/c/en/shout,2,28,26,/c/en/fight-/r/HasSubevent-/c/en/shout-0000(1.0)|,,
/c/en/rush,2,326,241,/c/en/fall-/r/MotivatedByGoal-/c/en/rush-0000(1.0)|,,
/c/en/research,2,8,7,/c/en/write-/r/HasPrerequisite-/c/en/research-0000(1.0)|,,
/c/en/push,2,520,310,/c/en/give_birth-/r/HasSubevent-/c/en/push-0000(1.0)|,,
/c/en/protect,2,199,150,/c/en/lie-/r/MotivatedByGoal-/c/en/protect-0000(4.0)|,,
/c/en/propagate/v/wn/biology,2,1,1,/c/en/propagate/v/wn/plant-/r/Causes-/c/en/propagate/v/wn/biology-0000(2.0)|,,
/c/en/progress,2,3,3,/c/en/think-/r/MotivatedByGoal-/c/en/progress-0000(1.0)|,,
/c/en/produce,2,27,21,/c/en/get-/r/HasPrerequisite-/c/en/produce-0000(1.0)|,,
/c/en/power,2,66,52,/c/en/wrestle-/r/MotivatedByGoal-/c/en/power-0000(1.0)|,,
/c/en/pour,2,126,79,/c/en/drink-/r/HasFirstSubevent-/c/en/pour-0000(1.0)|,,
/c/en/own,2,26,22,/c/en/buy-/r/MotivatedByGoal-/c/en/own-0000(2.828)|,,
/c/en/organize,2,2,2,/c/en/clean-/r/HasPrerequisite-/c/en/organize-0000(1.0)|,,
/c/en/order,2,32,26,/c/en/buy-/r/HasPrerequisite-/c/en/order-0000(1.0)|,,
/c/en/offer,2,6,6,/c/en/help-/r/HasPrerequisite-/c/en/offer-0000(2.828)|,,
/c/en/nap,2,44,43,/c/en/rest-/r/HasPrerequisite-/c/en/nap-0000(1.0)|,,
/c/en/mix,2,5,4,/c/en/socialize-/r/HasPrerequisite-/c/en/mix-0000(1.0)|,,
/c/en/mend,2,4,2,/c/en/sew-/r/HasSubevent-/c/en/mend-0000(1.0)|,,
/c/en/meet/v/wn/social,2,176,154,/c/en/assemble/v/wn/social-/r/Causes-/c/en/meet/v/wn/social-0000(2.0)|,,
/c/en/measure,2,47,35,/c/en/paint-/r/HasFirstSubevent-/c/en/measure-0000(1.0)|,,
/c/en/map,2,1,1,/c/en/travel-/r/HasPrerequisite-/c/en/map-0000(1.0)|,,
/c/en/malfunction,2,7,4,/c/en/damage-/r/Causes-/c/en/malfunction-0000(2.0)|,,
/c/en/lighten/v/wn/communication,2,3,3,/c/en/lighten/v/wn/emotion-/r/Causes-/c/en/lighten/v/wn/communication-0000(2.0)|,,
/c/en/light,2,366,263,/c/en/sun-/r/Causes-/c/en/light-0000(2.0)|,,
/c/en/lean_back,2,58,49,/c/en/eat-/r/HasLastSubevent-/c/en/lean_back-0000(1.0)|,,
/c/en/knit,2,15,9,/c/en/winter-/r/CausesDesire-/c/en/knit-0000(1.0)|,,
/c/en/kick,2,368,203,/c/en/fight-/r/HasSubevent-/c/en/kick-0000(1.0)|,,
/c/en/invite,2,7,7,/c/en/entertain-/r/HasPrerequisite-/c/en/invite-0000(1.0)|,,
/c/en/honor,2,9,4,/c/en/dance-/r/MotivatedByGoal-/c/en/honor-0000(1.0)|,,
/c/en/grow_up/v/wn/social,2,2,1,/c/en/rear/v/wn/social-/r/Causes-/c/en/grow_up/v/wn/social-0000(2.0)|,,
/c/en/grow_up,2,2,1,/c/en/vote-/r/HasPrerequisite-/c/en/grow_up-0000(1.0)|,,
/c/en/glide,2,21,20,/c/en/skate-/r/HasSubevent-/c/en/glide-0000(1.0)|,,
/c/en/give,2,142,110,/c/en/get-/r/HasPrerequisite-/c/en/give-0000(2.0)|,,
/c/en/flush,2,37,35,/c/en/urinate-/r/HasLastSubevent-/c/en/flush-0000(1.0)|,,
/c/en/find,2,2,2,/c/en/punch-/r/HasPrerequisite-/c/en/find-0000(1.0)|,,
/c/en/feel/v/wn/emotion,2,4,4,/c/en/affect/v/wn/emotion-/r/Causes-/c/en/feel/v/wn/emotion-0000(2.0)|,,
/c/en/fast,2,1,1,/c/en/punch-/r/HasPrerequisite-/c/en/fast-0000(1.0)|,,
/c/en/explode,2,1,1,/c/en/destroy-/r/HasPrerequisite-/c/en/explode-0000(1.0)|,,
/c/en/explain,2,13,11,/c/en/talk-/r/MotivatedByGoal-/c/en/explain-0000(1.0)|,,
/c/en/elapse/v/wn/motion,2,322,259,/c/en/effect/v/wn/creation-/r/Causes-/c/en/elapse/v/wn/motion-0000(0.0)|,,
/c/en/dust,2,5,5,/c/en/clean-/r/HasFirstSubevent-/c/en/dust-0000(1.0)|,,
/c/en/disembark,2,1,1,/c/en/travel-/r/HasLastSubevent-/c/en/disembark-0000(1.0)|,,
/c/en/dine,2,211,152,/c/en/eat-/r/HasPrerequisite-/c/en/dine-0000(1.0)|,,
/c/en/digest,2,1,1,/c/en/eat-/r/HasLastSubevent-/c/en/digest-0000(1.0)|,,
/c/en/defend,2,8,7,/c/en/fence-/r/MotivatedByGoal-/c/en/defend-0000(1.0)|,,
/c/en/cruise,2,13,13,/c/en/drive-/r/MotivatedByGoal-/c/en/cruise-0000(1.0)|,,
/c/en/cool,2,32,28,/c/en/skate-/r/MotivatedByGoal-/c/en/cool-0000(1.0)|,,
/c/en/converse,2,31,23,/c/en/eat-/r/HasLastSubevent-/c/en/converse-0000(1.0)|,,
/c/en/consume,2,1,1,/c/en/shop-/r/HasFirstSubevent-/c/en/consume-0000(1.0)|,,
/c/en/company,2,6,6,/c/en/socialize-/r/MotivatedByGoal-/c/en/company-0000(1.0)|,,
/c/en/clock_in,2,3,3,/c/en/work-/r/HasSubevent-/c/en/clock_in-0000(1.0)|,,
/c/en/click,2,4,3,/c/en/type-/r/HasSubevent-/c/en/click-0000(1.0)|,,
/c/en/classify,2,6,2,/c/en/judge-/r/MotivatedByGoal-/c/en/classify-0000(1.0)|,,
/c/en/cheat,2,3,2,/c/en/lie-/r/MotivatedByGoal-/c/en/cheat-0000(1.0)|,,
/c/en/cause,2,31,28,/c/en/walk-/r/HasSubevent-/c/en/cause-0000(1.0)|,,
/c/en/catch,2,1254,775,/c/en/fish-/r/HasSubevent-/c/en/catch-0000(2.828)|,,
/c/en/calm,2,19,16,/c/en/sleep-/r/HasPrerequisite-/c/en/calm-0000(1.0)|,,
/c/en/burp,2,1,1,/c/en/eat-/r/HasLastSubevent-/c/en/burp-0000(2.0)|,,
/c/en/break/v/wn/communication,2,1,1,/c/en/disclose/v/wn/communication-/r/Causes-/c/en/break/v/wn/communication-0000(2.0)|,,
/c/en/break,2,1,1,/c/en/fiddle-/r/HasSubevent-/c/en/break-0000(3.464)|,,
/c/en/blow,2,233,177,/c/en/spit-/r/HasSubevent-/c/en/blow-0000(2.0)|,,
/c/en/better,2,2,2,/c/en/buy-/r/MotivatedByGoal-/c/en/better-0000(1.0)|,,
/c/en/begin/v/wn/stative,2,8,8,/c/en/begin/v/wn/change-/r/Causes-/c/en/begin/v/wn/stative-0000(2.0)|,,
/c/en/bed,2,23,19,/c/en/rest-/r/HasPrerequisite-/c/en/bed-0000(1.0)|,,
/c/en/beat_up,2,6,2,/c/en/punch-/r/MotivatedByGoal-/c/en/beat_up-0000(2.828)|,,
/c/en/bald,2,241,229,/c/en/shave-/r/Causes-/c/en/bald-0000(1.0)|,,
/c/en/awaken,2,2,2,/c/en/sleep-/r/HasLastSubevent-/c/en/awaken-0000(1.0)|,,
/c/en/associate,2,61,40,/c/en/think-/r/HasSubevent-/c/en/associate-0000(1.0)|,,
/c/en/approach,2,28556,14489,/c/en/socialize-/r/HasFirstSubevent-/c/en/approach-0000(1.0)|,,
/c/en/adhere/v/wn/contact,2,17,13,/c/en/affix/v/wn/contact-/r/Causes-/c/en/adhere/v/wn/contact-0000(2.0)|,,
/c/en/act/v/wn/social,2,6,6,/c/en/direct/v/wn/communication-/r/Causes-/c/en/act/v/wn/social-0000(0.0)|,,
/c/en/act,2,6,6,/c/en/perform-/r/HasPrerequisite-/c/en/act-0000(1.0)|,,
